,Unnamed: 0,date,price,bedrooms,RATIOD,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,bathrooms
2530,2530,2014-06-16 00:00:00,371025.0,3.0,80.83333333333333,1530,8925,1.0,0,0,3,1530,0,1977,2004,10536 NE 148th Ct,Bothell,WA 98011,USA,2.0
2531,2531,2014-06-16 00:00:00,576000.0,4.0,59.01639344262295,2440,28405,2.0,0,0,3,2440,0,2002,0,15125 78th Ave NE,Kenmore,WA 98028,USA,2.5
2532,2532,2014-06-16 00:00:00,353500.0,4.0,50.21306818181818,1760,9602,2.0,0,0,3,1760,0,1987,2000,13738 SE 199th Pl,Renton,WA 98058,USA,2.25
2533,2533,2014-06-16 00:00:00,1735000.0,4.0,142.6809210526316,3040,5000,2.0,0,3,4,2080,960,1926,1993,3907 47th Ave NE,Seattle,WA 98105,USA,2.25
2534,2534,2014-06-16 00:00:00,183000.0,3.0,57.00934579439252,1070,8100,1.0,0,0,4,1070,0,1957,2001,704 26th St SE,Auburn,WA 98002,USA,1.75
2535,2535,2014-06-16 00:00:00,763101.0,3.0,127.82261306532664,1990,5560,1.0,0,0,4,1100,890,1939,1989,4811-4815 38th Ave NE,Seattle,WA 98105,USA,1.75
2536,2536,2014-06-16 00:00:00,460000.0,2.0,211.0091743119266,1090,4000,1.0,0,0,3,970,120,1951,1994,2646 48th Ave SW,Seattle,WA 98116,USA,1.5
2537,2537,2014-06-16 00:00:00,825000.0,4.0,109.12698412698413,1890,6938,1.5,0,0,3,1890,0,1919,2001,1529 45th Ave SW,Seattle,WA 98116,USA,1.5
2538,2538,2014-06-16 00:00:00,265000.0,3.0,88.33333333333333,1000,9150,1.0,0,0,3,1000,0,1969,2010,16206 SE 134th St,Renton,WA 98059,USA,1.0
2539,2539,2014-06-16 00:00:00,295000.0,3.0,55.55555555555556,1770,8235,1.0,0,0,3,1030,740,1960,2012,455 S 190th St,Burien,WA 98148,USA,1.75
2540,2540,2014-06-16 00:00:00,418000.0,4.0,44.279661016949156,2360,6250,1.0,0,2,3,1460,900,1960,2012,9957 Rainier Ave S,Seattle,WA 98118,USA,3.0
2541,2541,2014-06-16 00:00:00,554000.0,3.0,54.63510848126233,3380,108900,2.0,0,0,3,2700,680,1999,0,19000 196th Ave SE,Renton,WA 98058,USA,3.5
2542,2542,2014-06-16 00:00:00,534500.0,3.0,104.80392156862744,1700,3150,2.0,0,0,3,1700,0,2005,0,2493 NE Laurel Crest Ln,Issaquah,WA 98029,USA,2.5
2543,2543,2014-06-16 00:00:00,690000.0,2.0,215.625,1600,4000,1.0,0,0,5,850,750,1918,0,2505 E Calhoun St,Seattle,WA 98112,USA,1.75
2544,2544,2014-06-16 00:00:00,530000.0,4.0,64.63414634146342,2050,6360,2.0,0,0,3,2050,0,1988,2000,24610 SE 45th Way,Issaquah,WA 98029,USA,2.5
2545,2545,2014-06-16 00:00:00,357186.0,2.0,147.59752066115703,1210,1040,2.0,0,0,3,1210,0,2014,0,2520 Mulberry Walk NE,Issaquah,WA 98029,USA,1.75
2546,2546,2014-06-16 00:00:00,300000.0,5.0,30.927835051546392,1940,6355,1.0,0,0,3,1200,740,2007,0,11720 8th Ave S,Seattle,WA 98168,USA,3.0
2547,2547,2014-06-16 00:00:00,304000.0,4.0,41.988950276243095,1810,8750,1.0,0,0,2,1110,700,1967,0,12727 SE 191st Pl,Renton,WA 98058,USA,2.0
2548,2548,2014-06-16 00:00:00,385000.0,4.0,56.95266272189349,1690,4080,1.0,0,0,4,870,820,1984,0,3405 35th Ave S,Seattle,WA 98144,USA,1.75
2549,2549,2014-06-16 00:00:00,415000.0,4.0,57.638888888888886,1800,2970,1.0,0,0,4,1000,800,1923,0,7502 15th Ave NE,Seattle,WA 98115,USA,2.0
2550,2550,2014-06-16 00:00:00,963000.0,4.0,73.39939024390245,3280,6603,2.0,0,0,3,3280,0,2007,0,16030 SE 45th Pl,Bellevue,WA 98006,USA,3.5
2551,2551,2014-06-16 00:00:00,792500.0,4.0,46.18298368298368,4290,175421,2.0,0,0,3,4290,0,2004,2003,26735 SE 271st St,Ravensdale,WA 98051,USA,2.5
2552,2552,2014-06-16 00:00:00,309212.0,3.0,89.62666666666667,1150,9600,1.0,0,0,3,1150,0,1979,2014,42511 SE 175th Pl,North Bend,WA 98045,USA,1.75
2553,2553,2014-06-16 00:00:00,235000.0,2.0,133.52272727272728,880,1805,2.0,0,0,3,880,0,1999,0,10546 Stone Ave N,Seattle,WA 98133,USA,1.5
2554,2554,2014-06-16 00:00:00,667000.0,3.0,129.26356589147287,1720,8100,2.0,0,0,3,1720,0,1907,1983,3239 NW 64th St,Seattle,WA 98107,USA,1.5
2555,2555,2014-06-16 00:00:00,470000.0,3.0,103.75275938189846,1510,8000,1.0,0,0,4,1510,0,1956,0,2559 155th Ave SE,Bellevue,WA 98007,USA,1.5
2556,2556,2014-06-16 00:00:00,375000.0,4.0,75.60483870967742,1240,3000,1.0,0,0,3,1040,200,1908,1988,549 27th Ave,Seattle,WA 98122,USA,2.0
2557,2557,2014-06-16 00:00:00,410000.0,4.0,64.87341772151899,1580,9581,1.0,0,0,3,1580,0,1953,0,10221 132nd Ave NE,Kirkland,WA 98033,USA,2.0
2558,2558,2014-06-16 00:00:00,566000.0,4.0,65.2073732718894,2170,7737,2.0,0,0,3,2170,0,1987,2000,23238 NE 29th Ct,Sammamish,WA 98074,USA,2.25
2559,2559,2014-06-16 00:00:00,680000.0,4.0,68.0,2500,4950,2.0,0,0,3,2500,0,2010,0,11000 243rd Ave NE,Redmond,WA 98053,USA,2.75
2560,2560,2014-06-16 00:00:00,332000.0,1.0,345.8333333333333,960,2640,1.0,0,0,3,760,200,1908,1988,2919 E Harrison St,Seattle,WA 98112,USA,1.0
2561,2561,2014-06-16 00:00:00,902000.0,4.0,74.42244224422443,3030,8507,2.0,0,0,3,3030,0,2003,0,6909 123rd Ave NE,Kirkland,WA 98033,USA,2.5
2562,2562,2014-06-16 00:00:00,500000.0,3.0,108.22510822510823,1540,10800,1.0,0,0,5,770,770,1947,0,3718 88th Ave SE,Mercer Island,WA 98040,USA,1.75
2563,2563,2014-06-16 00:00:00,445000.0,3.0,78.48324514991182,1890,32340,1.5,0,3,3,1890,0,1976,0,21236 Tramp Harbor Rd SW,Vashon,WA 98070,USA,1.75
2564,2564,2014-06-16 00:00:00,825000.0,4.0,73.39857651245552,2810,9800,1.0,0,0,4,1710,1100,1973,0,14312 SE 45th St,Bellevue,WA 98006,USA,2.5
2565,2565,2014-06-16 00:00:00,1095000.0,4.0,77.54957507082153,3530,8400,2.0,0,0,5,2630,900,1958,0,2420 30th Ave W,Seattle,WA 98199,USA,4.0
2566,2566,2014-06-16 00:00:00,277000.0,3.0,83.93939393939394,1100,8536,1.0,0,0,4,1100,0,1957,2001,9615 58th Ave S,Seattle,WA 98118,USA,1.0
2567,2567,2014-06-16 00:00:00,545000.0,3.0,93.6426116838488,1940,9775,1.0,0,2,3,1440,500,1975,0,12710 89th Pl NE,Kirkland,WA 98034,USA,2.5
2568,2568,2014-06-16 00:00:00,435000.0,3.0,63.04347826086956,2300,9521,2.0,0,0,3,2300,0,2003,0,16023 271st Pl NE,Duvall,WA 98019,USA,2.5
2569,2569,2014-06-16 00:00:00,638000.0,3.0,100.78988941548184,2110,3600,2.0,0,0,3,2110,0,2005,0,6533 193rd Pl NE,Redmond,WA 98052,USA,2.5
2570,2570,2014-06-16 00:00:00,418000.0,4.0,85.65573770491804,1220,10580,1.0,0,0,3,1220,0,1965,1993,1212 168th Ave NE,Bellevue,WA 98008,USA,1.5
2571,2571,2014-06-16 00:00:00,499000.0,3.0,95.04761904761905,1750,12325,1.0,0,0,4,1470,280,1968,0,16618 NE 91st St,Redmond,WA 98052,USA,1.75
2572,2572,2014-06-16 00:00:00,150000.0,3.0,40.65040650406504,1230,8056,1.0,0,0,4,1230,0,1949,1985,1432 S 129th St,Burien,WA 98168,USA,1.5
2573,2573,2014-06-16 00:00:00,759950.0,3.0,81.71505376344086,3100,23790,2.0,0,0,3,3100,0,2002,0,2328 246th Ave SE,Sammamish,WA 98075,USA,2.5
2574,2574,2014-06-16 00:00:00,427000.0,3.0,77.77777777777777,1830,65340,1.0,0,0,3,1520,310,1991,0,44218 SE 161st Pl,North Bend,WA 98045,USA,2.5
2575,2575,2014-06-16 00:00:00,632500.0,5.0,47.916666666666664,2640,7096,2.0,0,0,3,2640,0,2003,0,9181 226th Pl NE,Redmond,WA 98053,USA,2.5
2576,2576,2014-06-16 00:00:00,660000.0,6.0,59.78260869565217,1840,2774,1.0,0,0,3,1060,780,1900,2005,220 17th Ave,Seattle,WA 98122,USA,1.75
2577,2577,2014-06-16 00:00:00,862000.0,4.0,67.55485893416927,3190,14565,2.0,0,0,3,3190,0,1990,2009,12623 198th Dr NE,Woodinville,WA 98077,USA,2.5
2578,2578,2014-06-16 00:00:00,524000.0,2.0,233.92857142857142,1120,2000,1.5,0,0,3,1120,0,1910,2006,159 Fulton St,Seattle,WA 98109,USA,1.0
2579,2579,2014-06-16 00:00:00,470000.0,3.0,89.01515151515152,1760,6723,1.0,0,0,3,1160,600,1958,2004,5624 Wilson Ave S,Seattle,WA 98118,USA,1.5
2580,2580,2014-06-16 00:00:00,385000.0,3.0,80.71278825995807,1590,9912,2.0,0,0,3,1590,0,2000,0,7612 SW 258th Ct,Vashon,WA 98070,USA,2.0
2581,2581,2014-06-16 00:00:00,575000.0,4.0,67.80660377358491,2120,9603,2.0,0,0,3,2120,0,1985,0,460 Indigo Pl NW,Issaquah,WA 98027,USA,2.5
2582,2582,2014-06-16 00:00:00,220000.0,4.0,24.553571428571427,2240,9826,1.0,0,0,4,1370,870,1988,0,2410 SW 323rd St,Federal Way,WA 98023,USA,2.5
2583,2583,2014-06-16 00:00:00,460000.0,2.0,258.4269662921348,890,2100,1.0,0,0,4,760,130,1919,1985,4008 2nd Ave NW,Seattle,WA 98107,USA,1.0
2584,2584,2014-06-16 00:00:00,1712500.0,3.0,194.1609977324263,2940,5432,3.0,0,3,4,2440,500,1978,2000,150 Highland Dr,Seattle,WA 98109,USA,3.25
2585,2585,2014-06-16 00:00:00,175000.0,3.0,47.814207650273225,1220,7300,1.0,0,0,3,1220,0,1973,2013,4342 S 299th St,Auburn,WA 98001,USA,1.5
2586,2586,2014-06-16 00:00:00,465000.0,3.0,58.052434456928836,2670,7500,1.0,0,0,4,1640,1030,1966,0,15800-15898 15th Ave SW,Burien,WA 98166,USA,2.25
2587,2587,2014-06-16 00:00:00,552000.0,3.0,164.28571428571428,1120,2300,1.0,0,0,4,820,300,1912,1989,7002 22nd Ave NW,Seattle,WA 98117,USA,1.0
2588,2588,2014-06-16 00:00:00,565000.0,4.0,45.12779552715655,3130,139392,2.0,0,0,4,3130,0,1981,0,27705 114th Ave SE,Kent,WA 98030,USA,2.75
2589,2589,2014-06-16 00:00:00,518000.0,4.0,74.42528735632185,1740,7500,1.0,0,0,4,1220,520,1976,1992,10342 162nd Pl NE,Redmond,WA 98052,USA,2.5
2590,2590,2014-06-16 00:00:00,899950.0,4.0,68.38525835866261,3290,5414,2.0,0,1,3,2360,930,2006,0,11672 91st Pl NE,Kirkland,WA 98034,USA,3.5
2591,2591,2014-06-16 00:00:00,373000.0,3.0,70.24482109227871,1770,5720,1.5,0,0,4,1140,630,1926,1993,5232 36th Ave SW,Seattle,WA 98126,USA,1.0
2592,2592,2014-06-16 00:00:00,385000.0,4.0,32.516891891891895,2960,5054,2.0,0,0,3,2960,0,2006,0,26920 229th Pl SE,Maple Valley,WA 98038,USA,2.5
2593,2593,2014-06-16 00:00:00,245000.0,2.0,102.08333333333333,1200,4880,1.0,0,0,3,980,220,1943,2002,8421 8th Ave SW,Seattle,WA 98106,USA,1.0
2594,2594,2014-06-16 00:00:00,375000.0,4.0,39.0625,2400,6000,2.0,0,0,3,2400,0,1913,1945,9801-9999 NE 183rd St,Bothell,WA 98011,USA,2.0
2595,2595,2014-06-16 00:00:00,699850.0,4.0,65.0418215613383,2690,6164,2.0,0,0,3,2690,0,2002,0,1010 274th Way SE,Sammamish,WA 98075,USA,3.5
2596,2596,2014-06-16 00:00:00,450000.0,6.0,21.12676056338028,3550,11780,1.0,0,0,4,2960,590,1948,0,12722 15th Ave NE,Seattle,WA 98125,USA,2.25
2597,2597,2014-06-16 00:00:00,455000.0,2.0,173.66412213740458,1310,12196,1.5,0,0,3,1310,0,1970,2014,16326 NE 43rd Ct,Redmond,WA 98052,USA,1.5
2598,2598,2014-06-16 00:00:00,650000.0,4.0,62.26053639846743,2610,4160,3.0,0,0,5,1910,700,1910,0,118 N 84th St,Seattle,WA 98103,USA,2.75
2599,2599,2014-06-16 00:00:00,378000.0,5.0,27.391304347826086,2760,8015,1.0,0,0,4,1600,1160,1960,2001,13327 30th Ave NE,Seattle,WA 98125,USA,2.5
2600,2600,2014-06-16 00:00:00,220000.0,3.0,52.009456264775416,1410,7998,1.0,0,0,4,1410,0,1940,2001,11851 44th Pl S,Tukwila,WA 98178,USA,2.0
2601,2601,2014-06-16 00:00:00,285500.0,4.0,36.41581632653061,1960,7950,1.0,0,0,4,1960,0,1967,0,32500-32514 35th Ave SW,Federal Way,WA 98023,USA,1.75
2602,2602,2014-06-16 00:00:00,340000.0,3.0,93.50935093509351,1212,1174,3.0,0,0,3,1212,0,2004,2003,11716 16th Ave NE,Seattle,WA 98125,USA,2.5
2603,2603,2014-06-16 00:00:00,921000.0,4.0,103.71621621621621,2220,9496,1.0,0,0,4,1490,730,1954,1979,1431 102nd Ave NE,Bellevue,WA 98004,USA,1.5
2604,2604,2014-06-16 00:00:00,375000.0,4.0,45.955882352941174,2040,109336,1.5,0,0,4,2040,0,1973,0,20404 289th Ave SE,Maple Valley,WA 98038,USA,2.5
2605,2605,2014-06-16 00:00:00,999000.0,4.0,89.19642857142857,2800,19168,2.0,0,0,3,2800,0,1992,0,2010 227th Ave SE,Sammamish,WA 98075,USA,2.75
2606,2606,2014-06-16 00:00:00,335000.0,3.0,54.73856209150327,2040,6000,1.0,0,0,3,1340,700,1957,2000,9055 37th Ave S,Seattle,WA 98118,USA,1.5
2607,2607,2014-06-16 00:00:00,1920000.0,4.0,156.35179153094464,3070,34412,1.0,0,3,4,2070,1000,1950,1983,3257 Evergreen Point Rd,Medina,WA 98039,USA,2.5
2608,2608,2014-06-16 00:00:00,385000.0,2.0,231.9277108433735,830,26329,1.0,1,3,4,830,0,1928,0,7310 SW Maury Park Rd,Vashon,WA 98070,USA,1.0
2609,2609,2014-06-16 00:00:00,850000.0,4.0,51.328502415458935,4140,7089,2.0,0,0,3,3160,980,2003,0,11721 106th Ave NE,Kirkland,WA 98034,USA,3.5
2610,2610,2014-06-16 00:00:00,429000.0,5.0,36.666666666666664,2340,4500,2.0,0,0,3,2340,0,2009,0,526 Elma Pl NE,Renton,WA 98059,USA,2.5
2611,2611,2014-06-16 00:00:00,523950.0,3.0,122.99295774647888,1420,1282,3.0,0,0,3,1420,0,2006,0,3817-3821 Whitman Ave N,Seattle,WA 98103,USA,2.25
2612,2612,2014-06-16 00:00:00,798800.0,3.0,99.72534332084894,2670,3738,1.0,0,0,3,1720,950,2013,1923,1009-1225 N 41st Pl,Renton,WA 98056,USA,2.75
2613,2613,2014-06-16 00:00:00,284000.0,3.0,50.354609929078016,1880,6008,2.0,0,0,3,1880,0,2009,0,29700 217th Pl SE,Kent,WA 98042,USA,2.5
2614,2614,2014-06-16 00:00:00,852880.0,4.0,61.802898550724635,3450,6184,2.0,0,0,3,3450,0,2014,0,120 214th Pl SE,Sammamish,WA 98074,USA,3.25
2615,2615,2014-06-16 00:00:00,320000.0,3.0,88.88888888888889,1200,1400,3.0,0,0,3,1200,0,2005,0,10401 Holman Rd NW,Seattle,WA 98133,USA,2.25
2616,2616,2014-06-16 00:00:00,749995.0,4.0,54.66435860058309,3430,9870,2.0,0,0,3,3430,0,2014,0,20417 126th Ave NE,Bothell,WA 98011,USA,3.25
2617,2617,2014-06-16 00:00:00,468500.0,3.0,115.67901234567901,1350,1186,2.0,0,0,3,1120,230,2007,0,6724 Alonzo Ave NW,Seattle,WA 98117,USA,2.5
2618,2618,2014-06-16 00:00:00,492500.0,5.0,38.326848249027236,2570,9962,2.0,0,0,3,2570,0,2006,0,14206 284th Pl NE,Duvall,WA 98019,USA,2.5
2619,2619,2014-06-16 00:00:00,685000.0,4.0,60.29929577464789,2840,4637,3.0,0,0,3,2840,0,2008,0,546 NE 103rd St,Seattle,WA 98125,USA,3.5
2620,2620,2014-06-16 00:00:00,542525.0,4.0,51.181603773584904,2650,5600,2.0,0,0,3,2650,0,2014,0,13516 164th Ave SE,Renton,WA 98059,USA,2.5
2621,2621,2014-06-16 00:00:00,435000.0,3.0,73.23232323232324,1980,2674,3.0,0,0,3,1980,0,2007,0,5451 Fauntleroy Way SW,Seattle,WA 98136,USA,2.0
2622,2622,2014-06-17 00:00:00,242000.0,3.0,63.020833333333336,1280,7524,1.5,0,0,4,1280,0,1988,0,11431 SE 229th St,Kent,WA 98031,USA,1.75
2623,2623,2014-06-17 00:00:00,325000.0,4.0,31.130268199233715,2610,7091,2.0,0,0,3,2610,0,1987,2000,33439 11th Pl SW,Federal Way,WA 98023,USA,2.5
2624,2624,2014-06-17 00:00:00,837700.0,5.0,55.66112956810631,3010,12611,2.0,0,0,3,3010,0,1994,0,10717 179th Ct NE,Redmond,WA 98052,USA,2.75
2625,2625,2014-06-17 00:00:00,210000.0,1.0,225.80645161290323,930,7129,1.0,0,0,3,930,0,1948,1994,2126 N 130th St,Seattle,WA 98133,USA,1.0
2626,2626,2014-06-17 00:00:00,187500.0,3.0,52.96610169491525,1180,7000,1.0,0,0,4,1180,0,1977,0,34016 33rd Ave SW,Federal Way,WA 98023,USA,1.5
2627,2627,2014-06-17 00:00:00,560000.0,5.0,65.49707602339181,1710,9100,1.5,0,0,4,1320,390,1926,1993,7226 36th Ave SW,Seattle,WA 98126,USA,1.0
2628,2628,2014-06-17 00:00:00,272000.0,3.0,65.70048309178743,1380,7476,1.0,0,0,3,1380,0,1989,0,5002 S 299th Pl,Auburn,WA 98001,USA,2.0
2629,2629,2014-06-17 00:00:00,235000.0,3.0,65.82633053221288,1190,7280,1.0,0,0,4,1190,0,1968,0,11234 SE 320th Pl,Auburn,WA 98092,USA,1.75
2630,2630,2014-06-17 00:00:00,259000.0,3.0,46.16755793226381,1870,5909,1.0,0,0,3,1270,600,1986,0,11834 SE 263rd Ct,Kent,WA 98030,USA,2.0
2631,2631,2014-06-17 00:00:00,866059.0,5.0,55.33923322683706,3130,4797,2.0,0,0,3,2570,560,2014,0,15845 SE 44th Ct,Bellevue,WA 98006,USA,3.5
2632,2632,2014-06-17 00:00:00,473000.0,2.0,262.77777777777777,900,5100,1.0,0,0,4,900,0,1909,1989,7029 16th Ave NW,Seattle,WA 98117,USA,1.0
2633,2633,2014-06-17 00:00:00,405000.0,3.0,71.80851063829788,1880,7400,1.0,0,0,3,1480,400,1968,1997,5471 NE 200th Pl,Lake Forest Park,WA 98155,USA,1.5
2634,2634,2014-06-17 00:00:00,870000.0,4.0,72.25913621262458,3010,4887,2.0,0,3,4,1940,1070,1951,1996,8770 Sand Point Way NE,Seattle,WA 98115,USA,4.25
2635,2635,2014-06-17 00:00:00,475000.0,3.0,69.44444444444444,2280,5750,1.0,0,1,4,1150,1130,1985,0,4420 48th Ave SW,Seattle,WA 98116,USA,2.25
2636,2636,2014-06-17 00:00:00,499500.0,3.0,56.06060606060606,2970,21907,2.0,0,0,3,2970,0,1998,2006,14239 183rd Ave SE,Renton,WA 98059,USA,2.5
2637,2637,2014-06-17 00:00:00,386000.0,2.0,119.1358024691358,1620,3196,2.0,0,0,3,1620,0,2008,0,9225-9305 Mitten Ave SE,Snoqualmie,WA 98065,USA,2.5
2638,2638,2014-06-17 00:00:00,458000.0,4.0,73.87096774193549,1550,3000,1.5,0,0,3,1350,200,1918,0,4402 4th Ave NE,Seattle,WA 98105,USA,1.5
2639,2639,2014-06-17 00:00:00,550000.0,3.0,81.8452380952381,2240,78225,2.0,0,0,5,2240,0,1976,0,15639 115th Ave SW,Vashon,WA 98070,USA,1.75
2640,2640,2014-06-17 00:00:00,605500.0,3.0,71.31919905771495,2830,6536,2.0,0,0,3,2830,0,1989,0,12504 NE 163rd St,Woodinville,WA 98072,USA,2.5
2641,2641,2014-06-17 00:00:00,421000.0,3.0,48.55824682814302,2890,21780,2.0,0,0,3,2890,0,2000,0,3717 S 189th Pl,SeaTac,WA 98188,USA,2.5
2642,2642,2014-06-17 00:00:00,536000.0,4.0,67.33668341708542,1990,5948,2.0,0,0,3,1990,0,1991,0,4002 258th Way SE,Issaquah,WA 98029,USA,2.25
2643,2643,2014-06-17 00:00:00,247200.0,3.0,60.14598540145985,1370,8719,1.0,0,0,3,1370,0,1982,0,26303 191st Pl SE,Covington,WA 98042,USA,1.75
2644,2644,2014-06-17 00:00:00,250000.0,2.0,114.88970588235294,1088,1360,2.0,0,0,3,1088,0,1983,2009,9603 NE 121st Ln,Kirkland,WA 98034,USA,1.5
2645,2645,2014-06-17 00:00:00,204950.0,4.0,29.44683908045977,1740,9344,1.0,0,0,3,1180,560,1978,0,5108 SW 316th Pl,Federal Way,WA 98023,USA,1.75
2646,2646,2014-06-17 00:00:00,430000.0,3.0,82.85163776493256,1730,9000,1.0,0,0,3,1370,360,1978,0,975-1005 Greenwood Blvd SW,Issaquah,WA 98027,USA,2.0
2647,2647,2014-06-17 00:00:00,250000.0,4.0,34.72222222222222,1800,8100,2.0,0,0,3,1800,0,1998,2006,22028 SE 269th St,Maple Valley,WA 98038,USA,2.5
2648,2648,2014-06-17 00:00:00,260000.0,3.0,60.18518518518518,1440,12888,1.0,0,2,3,1090,350,1958,2004,14710 57th Ave S,Tukwila,WA 98168,USA,1.75
2649,2649,2014-06-17 00:00:00,547000.0,4.0,79.50581395348837,1720,2800,1.5,0,0,4,1200,520,1926,1993,6211 27th Ave NE,Seattle,WA 98115,USA,1.0
2650,2650,2014-06-17 00:00:00,379900.0,5.0,27.135714285714286,2800,7350,2.0,0,0,3,2800,0,1995,0,8430 8th Ave SW,Seattle,WA 98106,USA,3.5
2651,2651,2014-06-17 00:00:00,738500.0,3.0,107.02898550724638,2300,6009,1.0,0,0,3,2300,0,2005,0,12115 Big Leaf Way NE,Redmond,WA 98053,USA,2.5
2652,2652,2014-06-17 00:00:00,545000.0,4.0,67.11822660098522,2030,11585,1.0,0,0,4,1590,440,1967,0,15703 NE 54th Way,Redmond,WA 98052,USA,2.25
2653,2653,2014-06-17 00:00:00,342000.0,2.0,231.0810810810811,740,6180,1.0,0,0,3,740,0,1948,1994,4813 S Findlay St,Seattle,WA 98118,USA,1.0
2654,2654,2014-06-17 00:00:00,4668000.0,5.0,96.84647302904564,9640,13068,1.0,1,4,3,4820,4820,1983,2009,5044 Butterworth Rd,Mercer Island,WA 98040,USA,6.75
2655,2655,2014-06-17 00:00:00,170000.0,4.0,22.135416666666668,1920,13787,1.0,0,0,4,1220,700,1966,0,17104 Military Rd S,SeaTac,WA 98188,USA,1.0
2656,2656,2014-06-17 00:00:00,616000.0,4.0,61.84738955823293,2490,12929,2.0,0,0,3,2490,0,1983,2009,24106 NE 6th Pl,Sammamish,WA 98074,USA,2.5
2657,2657,2014-06-17 00:00:00,640000.0,3.0,154.58937198067633,1380,4800,1.0,0,0,3,1380,0,1948,1994,3415 9th Ave W,Seattle,WA 98119,USA,2.0
2658,2658,2014-06-17 00:00:00,332000.0,3.0,72.33115468409586,1530,9406,1.0,0,0,3,1270,260,1993,0,4214 NE 2nd St,Renton,WA 98059,USA,2.5
2659,2659,2014-06-17 00:00:00,1010000.0,3.0,139.11845730027548,2420,1923,2.0,0,2,3,1840,580,2006,0,2010 8th Ave N,Seattle,WA 98109,USA,3.25
2660,2660,2014-06-17 00:00:00,380000.0,4.0,44.18604651162791,2150,37647,2.0,0,0,3,2150,0,1991,0,19504 SE 324th St,Kent,WA 98042,USA,2.5
2661,2661,2014-06-17 00:00:00,415000.0,4.0,64.44099378881988,1610,9600,1.0,0,0,5,1610,0,1967,0,7815 116th Ave SE,Newcastle,WA 98056,USA,2.0
2662,2662,2014-06-17 00:00:00,1008000.0,4.0,95.09433962264151,2650,3060,2.0,0,0,3,2060,590,2001,0,2133 N 62nd St,Seattle,WA 98103,USA,3.5
2663,2663,2014-06-17 00:00:00,669000.0,4.0,61.94444444444444,2700,35362,2.0,0,0,5,2700,0,1976,0,18222 NE 186th St,Woodinville,WA 98077,USA,2.75
2664,2664,2014-06-17 00:00:00,260000.0,3.0,68.24146981627297,1270,20700,1.0,0,0,2,1150,120,1948,0,3029 NE 178th St,Lake Forest Park,WA 98155,USA,1.5
2665,2665,2014-06-17 00:00:00,854000.0,4.0,67.77777777777777,3150,38865,1.0,0,0,3,2480,670,1986,0,14302-14314 174th Ave NE,Redmond,WA 98052,USA,2.75
2666,2666,2014-06-17 00:00:00,605000.0,3.0,100.33167495854063,2010,10760,2.0,0,0,3,2010,0,1985,0,14150 176th Ave NE,Redmond,WA 98052,USA,2.25
2667,2667,2014-06-17 00:00:00,320000.0,3.0,124.03100775193798,860,5060,1.5,0,0,3,860,0,1927,2011,10537 Interlake Ave N,Seattle,WA 98133,USA,1.0
2668,2668,2014-06-17 00:00:00,229950.0,3.0,54.361702127659576,1410,7466,1.0,0,0,3,1410,0,1983,2009,14609 SE 195th Pl,Renton,WA 98058,USA,2.0
2669,2669,2014-06-17 00:00:00,255000.0,3.0,50.0,1700,7532,1.0,0,0,3,1700,0,1987,2000,27456-27498 124th Ave SE,Kent,WA 98030,USA,1.75
2670,2670,2014-06-17 00:00:00,1170000.0,4.0,113.81322957198444,2570,6251,2.0,0,0,3,2570,0,2000,0,1915 107th Ave SE,Bellevue,WA 98004,USA,2.5
2671,2671,2014-06-17 00:00:00,479000.0,2.0,194.71544715447155,1230,932,2.0,0,0,3,1020,210,2004,2003,106 24th Ave E,Seattle,WA 98112,USA,2.25
2672,2672,2014-06-17 00:00:00,1200000.0,4.0,71.94244604316546,4170,9748,2.0,0,0,3,4170,0,2004,2003,8264 154th Ave SE,Newcastle,WA 98059,USA,3.5
2673,2673,2014-06-17 00:00:00,472000.0,3.0,133.33333333333334,1180,1262,3.0,0,0,3,1180,0,2010,0,2050 14th Ave W,Seattle,WA 98119,USA,2.5
2674,2674,2014-06-17 00:00:00,198000.0,3.0,46.15384615384615,1430,7347,1.0,0,0,3,820,610,1980,0,2711 SW 344th Pl,Federal Way,WA 98023,USA,1.5
2675,2675,2014-06-17 00:00:00,440000.0,4.0,75.86206896551724,1450,8400,1.5,0,0,4,1450,0,1962,0,14114 75th Ave NE,Kirkland,WA 98034,USA,2.0
2676,2676,2014-06-17 00:00:00,506000.0,3.0,77.37003058103976,2180,7700,1.0,0,0,3,1480,700,1961,2004,17922 3rd Ave NW,Shoreline,WA 98177,USA,1.75
2677,2677,2014-06-17 00:00:00,382500.0,4.0,43.26923076923077,2210,7079,2.0,0,0,3,2210,0,1993,0,11824 SE 203rd St,Kent,WA 98031,USA,2.5
2678,2678,2014-06-17 00:00:00,269500.0,2.0,91.04729729729729,1480,7276,1.0,0,0,4,940,540,1978,2000,680 Shelton Ave NE,Renton,WA 98056,USA,1.5
2679,2679,2014-06-17 00:00:00,560000.0,3.0,79.77207977207978,2340,3477,1.0,0,1,5,1170,1170,1971,0,5200 S Frontenac St,Seattle,WA 98118,USA,2.0
2680,2680,2014-06-17 00:00:00,840000.0,4.0,54.40414507772021,3860,18334,2.0,0,0,3,3120,740,1996,0,12237 198th Ave NE,Woodinville,WA 98077,USA,3.5
