city,bedrooms,date,price,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,statezip,country
Seattle,4.0,2014-05-20 00:00:00,0.0,3.75,3300,4545,1.5,0,4,3,2600,700,1926,1999,3665 50th Ave NE,WA 98105,USA
Seattle,4.0,2014-05-21 00:00:00,266066.666667,1.0,1310,5200,1.5,0,0,3,1160,150,1945,2010,7127 29th Ave SW,WA 98126,USA
Seattle,4.0,2014-05-30 00:00:00,173666.666667,1.0,1290,5000,1.5,0,0,3,1290,0,1957,2000,10022 19th Ave SW,WA 98146,USA
Seattle,4.0,2014-05-30 00:00:00,790000.0,2.5,2310,5100,2.0,0,0,3,2310,0,2013,1923,144 NW 103rd St,WA 98177,USA
Seattle,4.0,2014-06-03 00:00:00,535000.0,2.25,2290,5350,2.0,0,0,4,2120,170,1958,1972,2523 42nd Ave W,WA 98199,USA
Seattle,4.0,2014-06-03 00:00:00,596165.428571,2.0,2580,6000,1.0,0,0,5,1300,1280,1950,0,3449 Magnolia Blvd W,WA 98199,USA
Seattle,4.0,2014-06-05 00:00:00,535000.0,2.25,2980,8051,1.5,0,2,4,2020,960,1935,0,2550 Westmont Way W,WA 98199,USA
Seattle,4.0,2014-06-10 00:00:00,135333.333333,1.0,1200,7200,1.5,0,0,3,1200,0,1944,0,6815 S 120th Pl,WA 98178,USA
Seattle,4.0,2014-06-12 00:00:00,0.0,1.0,2080,3500,1.5,0,0,5,1260,820,1926,0,6506 40th Ave SW,WA 98136,USA
Seattle,4.0,2014-06-12 00:00:00,790000.0,3.25,2420,4000,1.5,0,0,5,1870,550,1911,1984,4039 4th Ave NE,WA 98105,USA
Seattle,4.0,2014-06-15 00:00:00,1036200.0,3.25,2500,5801,1.5,0,0,3,1960,540,1926,2003,1502 Parkside Dr E,WA 98112,USA
Seattle,4.0,2014-06-16 00:00:00,351250.0,1.75,1580,5340,1.0,0,0,3,1130,450,1947,2012,214 20th Ave S,WA 98144,USA
Seattle,4.0,2014-06-19 00:00:00,323833.333333,1.0,1940,5753,1.5,0,0,3,1940,0,1947,2012,12234 1st Ave NW,WA 98177,USA
Seattle,4.0,2014-06-20 00:00:00,994500.0,2.25,2870,6280,1.5,0,0,4,1980,890,1905,0,1517-1519 17th Ave E,WA 98112,USA
Seattle,4.0,2014-06-20 00:00:00,0.0,1.0,1810,7500,1.0,0,0,2,1410,400,1959,0,12231 Occidental Ave S,WA 98168,USA
Seattle,4.0,2014-06-27 00:00:00,471500.0,3.0,2370,3672,1.5,0,0,5,1650,720,1916,0,6811 16th Ave NE,WA 98115,USA
Seattle,4.0,2014-06-28 00:00:00,0.0,4.25,3500,8750,1.0,0,4,5,2140,1360,1951,0,12725 8th Ave NW,WA 98177,USA
Seattle,4.0,2014-07-02 00:00:00,550607.142857,2.0,1660,4800,1.5,0,0,3,1660,0,1922,2008,4007 Woodland Park Ave N,WA 98103,USA
Seattle,4.0,2014-07-10 00:00:00,203400.0,2.0,2090,6630,1.0,0,0,3,1070,1020,1974,0,5148 S Creston St,WA 98178,USA
