bedrooms,city,date,price,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,statezip,country
5.0,Bellevue,2014-07-02 00:00:00,0.0,6.25,8020,21738,2.0,0,0,3,8020,0,2001,0,2 Crescent Key,WA 98006,USA
6.0,Seattle,2014-05-05 00:00:00,823000.0,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,125 29th Ave,WA 98122,USA
6.0,Kenmore,2014-05-06 00:00:00,475000.0,3.0,3470,117612,1.5,0,0,3,3470,0,1924,2011,19007 80th Ave NE,WA 98028,USA
6.0,Seattle,2014-05-07 00:00:00,1500000.0,2.5,3560,6480,2.5,0,0,4,3560,0,1914,1945,903 22nd Ave E,WA 98112,USA
6.0,Seattle,2014-05-08 00:00:00,1750000.0,3.0,3510,5760,2.5,0,0,4,3510,0,1906,1990,806 15th Ave E,WA 98112,USA
6.0,Burien,2014-05-08 00:00:00,543200.0,2.25,2820,15600,1.5,0,2,5,1970,850,1940,0,15451 22nd Ave SW,WA 98166,USA
6.0,Seattle,2014-05-13 00:00:00,799200.0,3.0,2890,2370,2.5,0,0,3,2290,600,1906,2014,420 Boylston Ave E,WA 98102,USA
6.0,Seattle,2014-05-20 00:00:00,755000.0,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008,3429 9th Ave W,WA 98119,USA
6.0,Renton,2014-05-20 00:00:00,326000.0,3.0,1880,7200,1.0,0,0,4,1880,0,1966,0,1178 Camas Ave NE,WA 98056,USA
6.0,Seattle,2014-05-20 00:00:00,1125000.0,3.0,2880,3192,2.0,0,0,4,2180,700,1919,1985,2212 N 36th St,WA 98103,USA
6.0,Auburn,2014-05-20 00:00:00,300000.0,5.25,2860,5682,2.0,0,0,3,2860,0,1978,0,606 5th St SE,WA 98002,USA
6.0,Auburn,2014-05-21 00:00:00,260000.0,2.0,2220,8797,1.0,0,0,3,2220,0,1977,2004,142 11th St SE,WA 98002,USA
6.0,Renton,2014-05-22 00:00:00,300000.0,2.0,2040,10812,1.0,0,0,4,2040,0,1943,0,555 Index Ave NE,WA 98056,USA
6.0,Issaquah,2014-05-22 00:00:00,1150000.0,4.5,6040,219542,2.0,0,0,3,4100,1940,1996,0,4616 252nd Ave SE,WA 98029,USA
6.0,Mercer Island,2014-05-28 00:00:00,900000.0,2.75,2300,24773,1.5,0,0,4,2300,0,1950,1985,2940 72nd Ave SE,WA 98040,USA
6.0,Federal Way,2014-05-28 00:00:00,465000.0,3.25,4250,23326,1.0,0,3,3,2150,2100,1967,2011,29211 7th Pl S,WA 98003,USA
6.0,Sammamish,2014-05-28 00:00:00,968000.0,2.75,3610,17580,1.0,0,4,5,2070,1540,1959,0,20303 SE 40th St,WA 98075,USA
6.0,Federal Way,2014-05-29 00:00:00,472000.0,2.5,4410,14034,1.0,0,2,4,2350,2060,1965,0,806 S 295th Pl,WA 98003,USA
6.0,Mercer Island,2014-05-29 00:00:00,3100000.0,4.25,6980,15682,3.0,0,4,4,5330,1650,1999,0,5243 Forest Ave SE,WA 98040,USA
6.0,Bellevue,2014-05-30 00:00:00,1385000.0,2.75,5700,20000,1.0,0,4,4,2850,2850,1977,0,4600-4748 136th Ave SE,WA 98006,USA
6.0,Federal Way,2014-06-03 00:00:00,375900.0,1.5,2550,33740,1.0,0,0,4,1750,800,1958,1972,31207 22nd Ave SW,WA 98023,USA
6.0,Redmond,2014-06-04 00:00:00,583000.0,2.75,2630,16411,1.0,0,0,4,1650,980,1974,0,2317-2399 185th Pl NE,WA 98052,USA
6.0,Shoreline,2014-06-04 00:00:00,2005000.0,4.5,3810,28176,1.0,0,4,5,3810,0,1969,0,18309 17th Pl NW,WA 98177,USA
6.0,Seattle,2014-06-05 00:00:00,1300000.0,4.5,3902,3880,3.0,0,4,4,2782,1120,1977,0,2306 Halleck Ave SW,WA 98116,USA
6.0,Issaquah,2014-06-07 00:00:00,611000.0,2.5,3820,53173,1.0,0,0,4,2040,1780,1974,0,820 Idylwood Dr SW,WA 98027,USA
6.0,Burien,2014-06-10 00:00:00,175000.0,1.5,1930,8400,1.0,0,0,3,1030,900,1971,0,416 SW 130th St,WA 98146,USA
6.0,Bellevue,2014-06-10 00:00:00,915000.0,3.75,2930,14980,2.0,0,3,3,2930,0,2013,1923,6478 167th Ln SE,WA 98006,USA
6.0,Renton,2014-06-11 00:00:00,495000.0,5.0,3440,4500,2.0,0,0,3,3280,160,2007,0,321 Hardie Ave NW,WA 98057,USA
6.0,Seattle,2014-06-11 00:00:00,665000.0,3.0,4250,4400,2.5,0,0,4,3020,1230,1902,0,3907 S Edmunds St,WA 98118,USA
6.0,Seattle,2014-06-13 00:00:00,1125000.0,3.75,3010,4360,2.0,0,0,3,2000,1010,2014,0,8016 Meridian Ave N,WA 98103,USA
6.0,Seattle,2014-06-16 00:00:00,660000.0,1.75,1840,2774,1.0,0,0,3,1060,780,1900,2005,220 17th Ave,WA 98122,USA
6.0,Seattle,2014-06-16 00:00:00,450000.0,2.25,3550,11780,1.0,0,0,4,2960,590,1948,0,12722 15th Ave NE,WA 98125,USA
6.0,Seattle,2014-06-17 00:00:00,675000.0,1.75,2740,6360,1.0,0,3,3,1370,1370,1953,0,10721 Marine View Dr SW,WA 98146,USA
6.0,Fall City,2014-06-18 00:00:00,1600000.0,5.0,6050,230652,2.0,0,3,3,6050,0,2001,0,29236 SE 5th St,WA 98024,USA
6.0,Seattle,2014-06-18 00:00:00,175000.0,1.0,1370,5080,1.5,0,0,3,1120,250,1931,0,8828 12th Ave SW,WA 98106,USA
6.0,Lake Forest Park,2014-06-19 00:00:00,410000.0,2.75,2520,9324,1.0,0,0,4,1320,1200,1962,0,3306 NE 185th St,WA 98155,USA
6.0,Seattle,2014-06-19 00:00:00,680000.0,2.0,1670,3000,1.0,0,0,5,900,770,1911,1984,4718 11th Ave NE,WA 98105,USA
6.0,Woodinville,2014-06-20 00:00:00,1135000.0,4.25,6900,244716,2.0,0,0,4,4820,2080,2002,0,16903 246th Ave NE,WA 98077,USA
6.0,Seattle,2014-06-20 00:00:00,2400000.0,4.5,5480,10800,2.0,0,3,4,4430,1050,1999,0,1223 7th Ave W,WA 98119,USA
6.0,Seattle,2014-06-20 00:00:00,725000.0,1.75,2380,4080,2.0,0,0,3,2380,0,1917,2009,4554 Latona Ave NE,WA 98105,USA
6.0,Federal Way,2014-06-23 00:00:00,235000.0,3.0,2180,7956,2.0,0,0,3,2180,0,1980,0,33015 22nd Pl S,WA 98003,USA
6.0,Bellevue,2014-06-23 00:00:00,603500.0,2.75,2660,8400,1.0,0,0,5,1550,1110,1962,0,12526 SE 61st St,WA 98006,USA
6.0,Bellevue,2014-06-23 00:00:00,502000.0,2.5,2890,8122,1.0,0,0,3,1630,1260,1977,2004,2413 171 Ave SE,WA 98008,USA
6.0,Seattle,2014-06-24 00:00:00,665000.0,2.75,2840,8346,1.0,0,0,5,1420,1420,1961,0,5407 S Lucile St,WA 98118,USA
6.0,Kent,2014-06-25 00:00:00,330000.0,2.25,3040,28535,1.0,0,0,3,1890,1150,1951,1994,614 Hazel Ave N,WA 98030,USA
6.0,Seattle,2014-06-25 00:00:00,305000.0,2.0,1900,8240,1.0,0,0,2,1200,700,1964,0,2825 NE 105th St,WA 98125,USA
6.0,Seattle,2014-06-26 00:00:00,725000.0,3.0,3110,5000,1.5,0,0,5,1810,1300,1921,0,812 N 47th St,WA 98103,USA
6.0,Snoqualmie,2014-06-26 00:00:00,620000.0,3.5,3600,6875,2.0,0,0,3,2740,860,2004,2003,6731 Silent Creek Ave SE,WA 98065,USA
6.0,Seattle,2014-06-27 00:00:00,315000.0,4.0,3120,4240,2.0,0,2,4,2090,1030,1993,0,7945 14th Ave SW,WA 98106,USA
6.0,Seattle,2014-07-01 00:00:00,1297000.0,2.75,2630,9420,2.0,0,0,5,2510,120,1900,0,5529 Wallingford Ave N,WA 98103,USA
6.0,Seattle,2014-07-03 00:00:00,975000.0,2.75,2520,54160,2.0,1,4,3,2520,0,1954,2005,3405 SW Seola Ln,WA 98146,USA
6.0,Issaquah,2014-07-07 00:00:00,670000.0,3.0,4050,36171,2.0,0,0,4,2620,1430,1970,0,14717 245th Ave SE,WA 98027,USA
6.0,Seattle,2014-07-07 00:00:00,527000.0,3.5,3000,8401,1.0,0,0,3,1500,1500,1979,2014,12750 27th Ave NE,WA 98125,USA
6.0,Seattle,2014-07-08 00:00:00,2180000.0,2.75,4710,11000,2.0,0,3,3,3690,1020,1931,0,4530 51st Ave NE,WA 98105,USA
6.0,Renton,2014-07-09 00:00:00,570000.0,3.75,4000,6015,2.0,0,2,3,3080,920,2004,2003,16638 SE 167th St,WA 98058,USA
6.0,Seattle,2014-07-09 00:00:00,1465000.0,4.5,4230,6420,2.0,0,3,4,2360,1870,1916,0,1206 9th Ave W,WA 98119,USA
6.0,Seattle,2014-07-10 00:00:00,775000.0,2.75,2980,5000,1.5,0,0,3,2480,500,1916,1986,5428 Kirkwood Pl N,WA 98103,USA
6.0,Seattle,2014-07-10 00:00:00,880000.0,2.5,2640,3680,2.0,0,0,5,1760,880,1922,1956,3008 38th Ave SW,WA 98126,USA
6.0,Kent,2014-05-08 00:00:00,375000.0,2.25,3206,5793,2.0,0,0,3,3206,0,2012,1912,25921-25929 35th Pl S,WA 98032,USA
6.0,Burien,2014-05-05 00:00:00,0.0,2.75,3200,9200,1.0,0,2,4,1600,1600,1953,1983,12271 Marine View Dr SW,WA 98146,USA
6.0,Mercer Island,2014-06-18 00:00:00,0.0,3.0,3020,13783,2.0,0,0,3,3020,0,1952,2002,4115 85th Ave SE,WA 98040,USA
6.0,Seattle,2014-07-02 00:00:00,1288333.33333,4.5,3830,4800,3.0,0,0,3,3050,780,1919,2004,2425 3rd Ave W,WA 98119,USA
